company,duration,response_date,year_of_birth,gender,education_level,social_stratum,nationality,department,municipality,experience_dip,occupation,id_last_four,last_name_initial,ie_ambiguity_tolerance_u,ie_ambiguity_tolerance_v,ie_ambiguity_tolerance_w,ie_ambiguity_tolerance_x,ie_ambiguity_tolerance_y,ie_ambiguity_tolerance_z,ie_ambiguity_tolerance_aa,ie_ambiguity_tolerance_ab,ie_ambiguity_tolerance_ac,ie_ambiguity_tolerance_ad,ie_confidence_a,ie_confidence_b,ie_confidence_c,ie_confidence_d,ie_confidence_e,ie_confidence_f,ie_confidence_g,ie_confidence_h,ie_confidence_i,ie_dehumanization_left,ie_dehumanization_center,ie_dehumanization_right,fake_news_al,fake_news_am,fake_news_an,fake_news_ao,fake_news_ap,fake_news_aq,fake_news_ar,fake_news_as,fake_news_at,fake_news_au,fake_news_av,fake_news_aw,fake_news_ax,fake_news_ay,fake_news_az,fake_news_ba,fake_news_bb,fake_news_bc,tweet_e_lack_of_information,tweet_e_report,tweet_f_lack_of_information,tweet_f_report,ie_discrimination_a,ie_discrimination_b,ie_discrimination_c,ie_discrimination_d,ie_discrimination_e,ie_discrimination_f,complete
SIPopsy,,2022-07-09,1983,Mujer,Bachillerato,Estrato 2,Angola,Boyacá,Chinavita,No,Desempleado,5968,B,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,4,4,4,4,"Inquietud,Emoción,Vergüenza,Nostalgia,Tensión,Sorpresa","Vergüenza,Emoción,Arrepentimiento,Compasión,Disciplina,Trabajo","Emoción,Aburrición,Inquietud,Arrepentimiento,Tensión,Impresión",4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,4,4,4,4,4,4,true
SIPopsy,,2022-07-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SIPopsy,,2022-07-09,1969,Mujer,Bachillerato,Estrato 3,Dinamarca,Cundinamarca,Cajicá,No,Estudiante,1523,C,3,2,4,2,3,4,4,4,4,2,2,3,4,0,0,4,1,2,3,"Disciplina,Impresión,Tensión,Arrepentimiento,Timidez,Inquietud","Tensión,Imprudencia,Disciplina,Emoción,Agitación,Educación","Arrepentimiento,Sorpresa,Educación,Emoción,Vergüenza,Trabajo",4,3,4,3,3,4,4,5,5,4,5,5,5,4,4,4,5,4,1,1,1,1,3,4,3,2,2,3,true
SIPopsy,,2022-07-09,1959,Mujer,Bachillerato,Estrato 1,Colombia,Boyacá,Boyacá,No,Labores del hogar,2485,A,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,5,5,5,5,"Tensión,Disciplina,Extroversión,Timidez,Orgullo,Imprudencia","Compasión,Vergüenza,Sospecha,Cordialidad,Disciplina,Agitación","Impresión,Amistad,Extroversión,Trabajo,Inquietud,Compasión",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,5,5,5,5,5,5,true
SIPopsy,,2022-07-09,1983,Hombre,Bachillerato,Estrato 2,Antigua y Barbuda,Boyacá,Almeida,No,Trabajador independiente,8463,N,3,4,3,4,4,4,4,4,3,4,4,4,4,1,1,4,4,4,4,"Compasión,Cordialidad,Trabajo,Sorpresa,Amistad,Imprudencia","Timidez,Dedicación,Sospecha,Trabajo,Vergüenza,Extroversión","Amistad,Sorpresa,Emoción,Compasión,Disciplina,Extroversión",3,2,3,3,3,3,3,4,3,3,4,3,4,3,4,3,3,3,1,1,1,1,4,4,4,4,4,4,true
SIPopsy,,2022-07-09,1959,Mujer,Bachillerato,Estrato 1,Colombia,Boyacá,Boyacá,No,Labores del hogar,2485,A,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,5,5,5,5,"Extroversión,Agitación,Amistad,Tensión,Arrepentimiento,Nostalgia","Amistad,Compasión,Dedicación,Timidez,Trabajo,Aburrición","Arrepentimiento,Vergüenza,Extroversión,Impresión,Tensión,Inquietud",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,5,5,5,5,5,5,true
SIPopsy,,2022-07-09,1969,Mujer,Primaria,Estrato 2,Colombia,Bogotá D.C.,Bogotá D.C.,No,Trabajador independiente,8653,B,4,4,4,3,5,3,4,5,4,4,2,2,4,1,1,2,5,4,4,"Orgullo,Agitación,Sospecha,Sorpresa,Disciplina,Cordialidad","Disciplina,Imprudencia,Sorpresa,Emoción,Vergüenza,Inquietud","Dedicación,Disciplina,Compasión,Emoción,Vergüenza,Impresión",5,4,4,3,4,4,4,4,2,4,4,4,4,3,5,5,5,5,1,1,1,1,2,1,2,2,2,1,true
SIPopsy,,2022-07-09,1998,Mujer,Bachillerato,Estrato 2,Colombia,Bogotá D.C.,Bogotá D.C.,No,Empleado de otra compañía o institución,8102,M,2,4,4,2,2,2,2,2,2,2,2,2,1,0,0,2,2,2,2,"Arrepentimiento,Impresión,Tensión,Inquietud,Cordialidad,Sospecha","Impresión,Tensión,Compasión,Dedicación,Extroversión,Trabajo","Cordialidad,Sorpresa,Tensión,Impresión,Sospecha,Imprudencia",2,4,2,4,2,2,3,1,1,1,3,2,3,2,3,3,2,2,0,0,0,0,3,2,2,3,3,2,true
SIPopsy,,2022-07-09,1986,Mujer,Bachillerato,Estrato 1,Austria,Boyacá,Almeida,No,Labores del hogar,5865,B,4,3,4,4,4,4,4,4,4,4,4,4,3,1,1,4,4,4,4,"Sorpresa,Dedicación,Cordialidad,Nostalgia,Impresión,Extroversión","Sospecha,Vergüenza,Tensión,Sorpresa,Emoción,Dedicación","Amistad,Agitación,Sorpresa,Impresión,Disciplina,Trabajo",4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,4,4,4,4,4,4,true
SIPopsy,,2022-07-09,1998,Hombre,Bachillerato,Estrato 2,Colombia,Bogotá D.C.,Bogotá D.C.,No,Empleado de otra compañía o institución,3060,B,2,3,1,3,3,3,2,4,3,2,4,3,3,0,0,4,4,1,4,"Vergüenza,Arrepentimiento,Tensión,Impresión,Compasión,Nostalgia","Emoción,Disciplina,Educación,Sospecha,Aburrición,Cordialidad","Vergüenza,Orgullo,Nostalgia,Agitación,Sospecha,Disciplina",3,4,1,3,4,3,2,1,4,3,3,3,3,4,2,5,3,2,0,0,0,0,2,3,1,2,2,1,true
SIPopsy,,2022-07-09,1959,Mujer,Bachillerato,Estrato 1,Colombia,Boyacá,Boyacá,No,Labores del hogar,2485,A,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,5,5,5,5,"Agitación,Aburrición,Compasión,Emoción,Nostalgia,Educación","Extroversión,Impresión,Imprudencia,Orgullo,Compasión,Aburrición","Imprudencia,Agitación,Extroversión,Educación,Dedicación,Cordialidad",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,5,5,5,5,5,5,true
SIPopsy,,2022-07-09,1986,Hombre,Bachillerato,Estrato 3,Colombia,Bogotá D.C.,Bogotá D.C.,No,Desempleado,8712,R,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,4,4,4,4,"Agitación,Impresión,Extroversión,Educación,Vergüenza,Cordialidad","Amistad,Impresión,Vergüenza,Trabajo,Disciplina,Timidez","Imprudencia,Agitación,Compasión,Aburrición,Nostalgia,Orgullo",4,3,4,4,4,4,3,3,3,3,2,3,4,4,3,4,4,3,1,1,0,1,4,4,4,4,4,4,true
SIPopsy,,2022-07-09,1972,Mujer,Bachillerato,Estrato 2,Barbados,Antioquia,Amalfi,No,Desempleado,2895,B,4,4,5,4,4,4,4,4,4,5,5,5,4,1,1,5,5,5,4,"Compasión,Inquietud,Arrepentimiento,Educación,Aburrición,Agitación","Imprudencia,Trabajo,Emoción,Aburrición,Arrepentimiento,Vergüenza","Disciplina,Emoción,Sospecha,Inquietud,Trabajo,Impresión",4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,4,4,5,4,4,4,true
SIPopsy,,2022-07-09,1973,Hombre,Primaria,Estrato 1,Australia,Atlántico,Galapa,No,Estudiante,5628,J,4,4,3,4,4,4,4,4,4,4,4,3,4,1,1,4,4,4,5,"Arrepentimiento,Disciplina,Imprudencia,Orgullo,Aburrición,Nostalgia","Timidez,Arrepentimiento,Imprudencia,Agitación,Inquietud,Impresión","Cordialidad,Impresión,Tensión,Imprudencia,Agitación,Amistad",4,2,5,4,3,3,3,4,4,3,3,3,3,3,4,4,3,3,1,1,1,1,4,4,4,4,5,4,true
SIPopsy,,2022-07-09,1998,Mujer,Primaria,Estrato 3,Colombia,Bogotá D.C.,Bogotá D.C.,No,Trabajador independiente,8102,S,5,4,3,5,5,3,4,5,5,3,5,5,5,1,1,5,3,5,5,"Educación,Emoción,Amistad,Orgullo,Arrepentimiento,Sorpresa","Aburrición,Timidez,Sorpresa,Tensión,Nostalgia,Cordialidad","Orgullo,Compasión,Cordialidad,Amistad,Sorpresa,Trabajo",4,4,4,4,4,4,5,5,5,5,4,4,4,4,4,4,4,4,0,0,0,1,3,3,5,5,3,5,true
SIPopsy,,2022-07-09,1959,Mujer,Primaria,Estrato 1,Colombia,Boyacá,Boyacá,No,Labores del hogar,2485,A,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,5,5,5,5,"Arrepentimiento,Orgullo,Vergüenza,Aburrición,Trabajo,Timidez","Vergüenza,Dedicación,Timidez,Impresión,Educación,Orgullo","Cordialidad,Compasión,Educación,Trabajo,Amistad,Dedicación",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,5,5,5,5,5,5,true
SIPopsy,,2022-07-09,1983,Mujer,Bachillerato,Estrato 3,Argentina,Amazonas,La Pedrera,No,Desempleado,5806,N,4,4,4,4,4,5,4,4,5,5,4,4,4,1,1,4,4,4,4,"Arrepentimiento,Extroversión,Nostalgia,Dedicación,Emoción,Timidez","Amistad,Educación,Arrepentimiento,Nostalgia,Imprudencia,Dedicación","Agitación,Emoción,Disciplina,Inquietud,Extroversión,Dedicación",4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,4,4,4,4,4,4,true
SIPopsy,,2022-07-09,1982,Hombre,Primaria,Estrato 1,Andorra,Antioquia,Amalfi,No,Desempleado,1845,N,4,3,4,4,4,5,4,5,4,4,4,4,4,1,1,4,5,4,4,"Timidez,Imprudencia,Disciplina,Compasión,Emoción,Impresión","Emoción,Nostalgia,Educación,Imprudencia,Trabajo,Cordialidad","Dedicación,Agitación,Cordialidad,Amistad,Vergüenza,Disciplina",4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,4,4,4,3,4,3,true
SIPopsy,,2022-07-09,1998,Mujer,Técnico / Tecnológico,Estrato 2,Colombia,Bogotá D.C.,Bogotá D.C.,No,Empleado de Popsy,8102,M,1,1,1,1,1,1,1,1,1,1,3,1,4,0,0,4,3,2,2,"Tensión,Dedicación,Cordialidad,Amistad,Orgullo,Arrepentimiento","Extroversión,Sospecha,Tensión,Nostalgia,Agitación,Compasión","Amistad,Aburrición,Orgullo,Nostalgia,Imprudencia,Educación",3,3,2,2,3,2,2,1,1,1,2,2,4,2,3,4,3,2,0,0,0,0,2,1,3,3,1,1,true
SIPopsy,,2022-07-09,1959,Mujer,Bachillerato,Estrato 1,Anguilla,Caldas,Belalcázar,No,Labores del hogar,2485,A,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,5,5,5,5,"Trabajo,Inquietud,Disciplina,Aburrición,Amistad,Imprudencia","Timidez,Inquietud,Aburrición,Impresión,Compasión,Orgullo","Agitación,Arrepentimiento,Imprudencia,Educación,Inquietud,Sospecha",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,5,5,5,5,5,5,true
SIPopsy,,2022-07-09,1983,Hombre,Bachillerato,Estrato 2,Samoa Americana,Atlántico,Galapa,No,Trabajador independiente,2885,N,3,4,4,4,4,3,3,4,4,4,4,4,4,1,1,4,4,4,3,"Sospecha,Impresión,Extroversión,Emoción,Orgullo,Imprudencia","Dedicación,Agitación,Timidez,Trabajo,Imprudencia,Tensión","Educación,Emoción,Extroversión,Sospecha,Nostalgia,Timidez",4,4,4,3,3,4,4,4,3,3,3,3,4,3,3,4,3,4,1,1,1,1,4,4,4,4,4,4,true
SIPopsy,,2022-07-09,1983,Hombre,Primaria,Estrato 2,Armenia,Caldas,Belalcázar,No,Desempleado,8685,N,3,3,4,3,4,4,4,4,4,4,3,4,4,1,1,4,3,4,4,"Compasión,Nostalgia,Disciplina,Tensión,Amistad,Timidez","Vergüenza,Compasión,Emoción,Educación,Aburrición,Imprudencia","Arrepentimiento,Sospecha,Timidez,Cordialidad,Tensión,Inquietud",3,4,4,4,3,4,4,3,3,3,4,3,3,4,3,4,4,4,1,0,0,1,3,3,3,3,3,4,true
SIPopsy,,2022-07-09,1998,Mujer,Bachillerato,Estrato 2,Colombia,Bogotá D.C.,Bogotá D.C.,No,Trabajador independiente,8102,M,3,4,3,4,2,1,4,4,5,3,4,4,4,1,1,5,4,4,4,"Dedicación,Disciplina,Imprudencia,Sorpresa,Aburrición,Trabajo","Disciplina,Compasión,Nostalgia,Agitación,Timidez,Amistad","Impresión,Vergüenza,Extroversión,Sospecha,Tensión,Disciplina",4,2,2,3,3,3,4,3,3,3,2,2,3,3,1,2,4,5,0,1,0,0,5,3,5,4,4,5,true
SIPopsy,,2022-07-09,1959,Mujer,Bachillerato,Estrato 1,Colombia,Boyacá,Boyacá,No,Labores del hogar,2485,A,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,5,5,5,5,"Vergüenza,Emoción,Cordialidad,Sospecha,Arrepentimiento,Sorpresa","Inquietud,Cordialidad,Aburrición,Amistad,Dedicación,Extroversión","Tensión,Aburrición,Timidez,Disciplina,Nostalgia,Arrepentimiento",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,5,5,5,5,5,1,true
SIPopsy,,2022-07-09,1983,Hombre,Primaria,Estrato 1,Armenia,Arauca,Bogota,No,Trabajador independiente,5095,H,4,3,4,3,4,3,3,3,3,4,4,4,4,1,1,3,4,3,4,"Sospecha,Trabajo,Dedicación,Nostalgia,Tensión,Inquietud","Arrepentimiento,Impresión,Inquietud,Nostalgia,Imprudencia,Orgullo","Inquietud,Emoción,Sorpresa,Cordialidad,Nostalgia,Timidez",4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,4,4,4,4,4,4,true
SIPopsy,,2022-07-09,1983,Hombre,Primaria,Estrato 1,Antártida,Cesar,Astrea,No,Estudiante,8652,B,4,3,3,4,4,4,4,3,4,4,4,4,4,1,1,4,4,4,4,"Extroversión,Arrepentimiento,Trabajo,Emoción,Impresión,Vergüenza","Timidez,Orgullo,Sorpresa,Compasión,Trabajo,Vergüenza","Inquietud,Emoción,Orgullo,Sorpresa,Compasión,Arrepentimiento",4,4,4,4,4,3,4,3,4,4,4,3,4,3,4,4,4,4,1,1,1,1,3,4,4,4,4,3,true
SIPopsy,,2022-07-09,1969,Mujer,Bachillerato,Estrato 3,Dinamarca,Bogotá D.C.,Bogotá D.C.,No,Trabajador independiente,1032,M,2,2,2,2,3,2,2,2,1,2,1,2,2,1,0,2,2,2,1,"Nostalgia,Arrepentimiento,Timidez,Aburrición,Disciplina,Vergüenza","Nostalgia,Timidez,Dedicación,Impresión,Orgullo,Vergüenza","Cordialidad,Orgullo,Extroversión,Imprudencia,Aburrición,Educación",3,2,3,2,2,2,3,2,2,4,2,2,4,2,3,2,2,2,1,1,1,1,2,2,1,2,2,2,true
SIPopsy,,2022-07-09,1998,Hombre,Bachillerato,Estrato 2,Colombia,Bogotá D.C.,Bogotá D.C.,No,Trabajador independiente,3060,G,4,5,3,3,4,5,4,3,5,4,5,5,4,1,1,5,5,5,5,"Amistad,Emoción,Trabajo,Orgullo,Agitación,Impresión","Cordialidad,Educación,Nostalgia,Tensión,Imprudencia,Impresión","Arrepentimiento,Compasión,Amistad,Sospecha,Cordialidad,Disciplina",3,5,5,5,5,5,5,5,5,4,5,5,5,3,3,5,5,5,1,1,0,0,3,3,5,5,4,5,true
SIPopsy,,2022-07-09,1959,Mujer,Bachillerato,Estrato 1,Colombia,Boyacá,Boyacá,No,Labores del hogar,2485,A,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,5,5,5,5,"Nostalgia,Extroversión,Dedicación,Compasión,Sorpresa,Orgullo","Trabajo,Sorpresa,Emoción,Inquietud,Dedicación,Imprudencia","Educación,Timidez,Amistad,Sospecha,Dedicación,Nostalgia",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,5,5,5,5,5,5,true
SIPopsy,,2022-07-09,1953,Mujer,Bachillerato,Estrato 2,Andorra,Atlántico,Luruaco,No,Trabajador independiente,5388,C,4,4,4,4,5,4,4,3,4,4,5,4,4,1,1,4,4,4,4,"Sorpresa,Compasión,Cordialidad,Disciplina,Tensión,Agitación","Disciplina,Extroversión,Imprudencia,Emoción,Impresión,Agitación","Agitación,Extroversión,Sospecha,Compasión,Imprudencia,Emoción",4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,1,1,1,1,4,4,4,3,4,4,true
SIPopsy,,2022-07-09,1953,Hombre,Bachillerato,Estrato 2,Armenia,Boyacá,Betéitiva,No,Desempleado,1952,H,4,3,4,4,4,4,3,4,4,3,4,4,4,1,1,4,4,4,4,"Timidez,Orgullo,Disciplina,Aburrición,Tensión,Inquietud","Vergüenza,Nostalgia,Aburrición,Impresión,Imprudencia,Compasión","Sospecha,Compasión,Nostalgia,Emoción,Timidez,Dedicación",4,3,3,4,4,3,3,3,3,4,4,4,3,3,4,4,3,4,1,1,1,1,4,4,4,4,4,4,true
SIPopsy,,2022-07-09,1969,Mujer,Bachillerato,Estrato 3,Anguilla,Bogotá D.C.,Bogotá D.C.,No,Desempleado,1032,M,2,2,2,3,2,4,2,2,2,3,3,3,2,1,0,2,2,2,2,"Tensión,Arrepentimiento,Educación,Disciplina,Agitación,Timidez","Tensión,Educación,Compasión,Vergüenza,Sospecha,Dedicación","Sospecha,Educación,Timidez,Agitación,Impresión,Compasión",3,3,3,2,3,2,3,3,2,3,3,3,2,2,2,2,2,2,1,1,1,1,3,1,2,2,2,2,true
SIPopsy,,2022-07-09,1987,Hombre,Técnico / Tecnológico,Estrato 3,Colombia,Bogotá D.C.,Bogotá D.C.,No,Trabajador independiente,9366,O,4,5,5,4,5,4,4,4,5,4,4,4,4,1,1,3,1,1,3,"Vergüenza,Cordialidad,Dedicación,Nostalgia,Inquietud,Aburrición","Sorpresa,Emoción,Vergüenza,Educación,Aburrición,Agitación","Compasión,Amistad,Cordialidad,Agitación,Trabajo,Aburrición",5,2,5,2,5,5,5,5,2,2,5,5,5,3,5,3,1,1,1,1,1,1,5,3,5,5,4,4,true
SIPopsy,,2022-07-09,1969,Mujer,Bachillerato,Estrato 3,Camerún,Bogotá D.C.,Bogotá D.C.,No,Trabajador independiente,2103,M,3,1,2,2,4,2,2,2,2,2,2,2,2,1,0,2,2,2,2,"Extroversión,Disciplina,Emoción,Aburrición,Vergüenza,Nostalgia","Extroversión,Vergüenza,Agitación,Imprudencia,Compasión,Disciplina","Sorpresa,Aburrición,Inquietud,Dedicación,Trabajo,Vergüenza",2,2,1,2,2,2,2,2,2,3,2,2,3,3,2,2,2,3,0,1,1,1,2,2,2,2,2,2,true
SIPopsy,,2022-07-09,1953,Mujer,Bachillerato,Estrato 2,Antártida,Caldas,Chinchiná,No,Trabajador independiente,2865,V,4,4,3,4,4,4,4,3,3,4,3,3,3,1,1,3,4,4,4,"Aburrición,Cordialidad,Amistad,Sorpresa,Disciplina,Compasión","Emoción,Sorpresa,Orgullo,Agitación,Amistad,Cordialidad","Arrepentimiento,Compasión,Disciplina,Inquietud,Trabajo,Impresión",4,4,4,4,4,4,4,5,4,4,4,4,4,3,4,4,4,4,1,1,1,1,4,3,3,3,3,3,true
SIPopsy,,2022-07-09,1959,Mujer,Bachillerato,Estrato 1,Colombia,Boyacá,Boyacá,No,Labores del hogar,2485,A,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,5,5,5,5,"Amistad,Agitación,Arrepentimiento,Extroversión,Tensión,Emoción","Dedicación,Sorpresa,Vergüenza,Agitación,Emoción,Sospecha","Orgullo,Disciplina,Amistad,Cordialidad,Tensión,Nostalgia",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,5,5,5,5,5,5,true
SIPopsy,,2022-07-09,1969,Mujer,Primaria,Estrato 1,Mauritania,Antioquia,Alejandría,No,Desempleado,8296,P,4,4,5,3,4,4,5,3,4,4,3,3,5,1,1,3,4,3,3,"Orgullo,Aburrición,Timidez,Cordialidad,Extroversión,Disciplina","Inquietud,Compasión,Sorpresa,Vergüenza,Nostalgia,Dedicación","Emoción,Aburrición,Arrepentimiento,Orgullo,Dedicación,Tensión",3,4,4,4,5,2,4,5,3,2,4,3,5,5,3,3,4,5,1,1,1,1,3,3,4,4,4,4,true
SIPopsy,,2022-07-09,1969,Mujer,Bachillerato,Estrato 4,Anguilla,Cauca,Cajibío,No,Trabajador independiente,1032,M,2,2,2,2,2,3,2,2,3,2,2,2,2,1,1,2,2,2,2,"Cordialidad,Imprudencia,Arrepentimiento,Emoción,Nostalgia,Agitación","Compasión,Dedicación,Vergüenza,Imprudencia,Disciplina,Sospecha","Vergüenza,Tensión,Extroversión,Cordialidad,Arrepentimiento,Impresión",4,2,3,2,4,3,3,2,2,2,2,2,4,4,4,2,2,4,1,1,1,1,2,2,2,2,2,2,true
SIPopsy,,2022-07-09,1983,Mujer,Bachillerato,Estrato 2,Angola,Antioquia,Argelia,No,Desempleado,2563,V,4,4,4,4,4,3,4,4,4,4,3,4,3,1,1,4,4,3,3,"Tensión,Emoción,Arrepentimiento,Vergüenza,Compasión,Inquietud","Nostalgia,Aburrición,Trabajo,Impresión,Arrepentimiento,Cordialidad","Tensión,Nostalgia,Educación,Sorpresa,Trabajo,Cordialidad",3,4,3,3,4,3,4,4,3,4,3,3,3,4,4,3,3,4,1,1,1,1,3,3,4,4,4,3,true
SIPopsy,,2022-07-09,1987,Hombre,Técnico / Tecnológico,Estrato 3,Colombia,Bogotá D.C.,Bogotá D.C.,Sí,Desempleado,9366,O,2,2,3,5,4,3,5,4,3,4,1,2,2,1,0,1,1,1,1,"Vergüenza,Trabajo,Sorpresa,Emoción,Orgullo,Inquietud","Arrepentimiento,Timidez,Orgullo,Disciplina,Sospecha,Impresión","Sospecha,Amistad,Tensión,Aburrición,Trabajo,Emoción",2,4,5,1,3,3,1,2,2,5,3,1,5,5,2,2,4,4,1,1,1,1,4,2,5,1,3,5,true
SIPopsy,,2022-07-09,1959,Mujer,Bachillerato,Estrato 1,Colombia,Boyacá,Boyacá,No,Labores del hogar,2485,A,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,5,5,5,5,"Emoción,Compasión,Educación,Timidez,Sospecha,Sorpresa","Inquietud,Arrepentimiento,Timidez,Emoción,Impresión,Cordialidad","Inquietud,Educación,Tensión,Emoción,Dedicación,Orgullo",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,5,5,5,5,5,5,true
SIPopsy,,2022-07-09,1969,Mujer,Bachillerato,Estrato 1,Anguilla,Bogotá D.C.,Bogotá D.C.,No,Trabajador independiente,2103,M,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,2,2,2,1,"Sorpresa,Amistad,Educación,Inquietud,Arrepentimiento,Aburrición","Nostalgia,Educación,Trabajo,Disciplina,Arrepentimiento,Cordialidad","Vergüenza,Sorpresa,Trabajo,Nostalgia,Compasión,Imprudencia",2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,1,1,1,1,2,2,1,2,2,2,true
SIPopsy,,2022-07-09,1969,Hombre,Bachillerato,Estrato 2,Andorra,Bogotá D.C.,Bogotá D.C.,No,Desempleado,1534,C,3,3,3,4,4,4,4,3,3,4,4,4,5,1,0,4,5,1,5,"Sorpresa,Imprudencia,Nostalgia,Agitación,Timidez,Vergüenza","Vergüenza,Sorpresa,Aburrición,Dedicación,Nostalgia,Compasión","Impresión,Timidez,Amistad,Emoción,Sorpresa,Arrepentimiento",4,4,5,4,5,4,3,4,4,2,4,3,3,4,3,4,3,3,1,1,1,1,5,5,4,4,4,5,true
SIPopsy,,2022-07-09,1998,Mujer,Técnico / Tecnológico,Estrato 2,Colombia,Bogotá D.C.,Bogotá D.C.,No,Desempleado,5412,K,3,2,3,3,3,3,3,3,3,2,2,3,1,0,1,2,3,3,2,"Vergüenza,Educación,Orgullo,Sorpresa,Inquietud,Arrepentimiento","Nostalgia,Amistad,Agitación,Aburrición,Trabajo,Dedicación","Arrepentimiento,Nostalgia,Sorpresa,Dedicación,Imprudencia,Sospecha",2,1,2,5,3,3,2,3,3,1,3,3,3,3,3,2,2,3,0,0,1,1,2,2,1,1,3,2,true
SIPopsy,,2022-07-09,,,,,,,,,,,,3,3,3,4,2,4,3,4,4,3,5,3,3,0,1,1,1,3,1,"Sorpresa,Disciplina,Arrepentimiento,Agitación,Trabajo,Aburrición","Sorpresa,Agitación,Nostalgia,Arrepentimiento,Compasión,Imprudencia","Sospecha,Arrepentimiento,Orgullo,Dedicación,Vergüenza,Tensión",3,2,4,5,2,5,5,2,5,2,5,4,2,4,2,1,2,4,1,1,1,1,,,,,,,
